54.2,0,,,,,,,,,,,
54.2,1,,,,,,,,,,,
54.2,2,,,,,,,,,,,
53.8,3,,,,,,,,,,,
53.8,4,,,,,,,,,,,
53.7,5,,,,,,,,,,,
53.7,6,,,,,,,,,,,
53.7,7,,,,,,,,,,,
53.7,8,,,,,,,,,,,
53.7,9,,,,,,,,,,ganho,-21.6
53.7,10,,,,,,,,,,tau,
53.7,11,,,,,,,,,,,
53.7,12,,,,,,,,,,,
53.7,13,,,,,,,,,,,
53.7,14,,,,,,,,,,,
53.7,15,,,,,,,,,,,
53.7,16,,,,,,,,,,,
53.7,17,,,,,,,,,,,
53.7,18,,,,,,,,,,,
53.7,19,,,,,,,,,,,
53.7,20,,,,,,,,,,,
53.7,21,,,,,,,,,,,
53.7,22,,,,,,,,,,,
53.7,23,,,,,,,,,,,
53.7,24,,,,,,,,,,,
53.7,25,,,,,,,,,,,
53.7,26,,,,,,,,,,,
53.7,27,,,,,,,,,,,
53.7,28,,,,,,,,,,,
55,29,,,,,,,,,,,
55,30,,,,,,,,,,,
54.5,31,,,,,,,,,,,
54.5,32,,,,,,,,,,,
54.5,33,,,,,,,,,,,
54.5,34,,,,,,,,,,,
54.5,35,,,,,,,,,,,
54.5,36,,,,,,,,,,,
54.5,37,,,,,,,,,,,
54.5,38,,,,,,,,,,,
54.5,39,,,,,,,,,,,
54.5,40,,,,,,,,,,,
54.5,41,,,,,,,,,,,
54.5,42,,,,,,,,,,,
53.1,43,,,,,,,,,,,
53.1,44,,,,,,,,,,,
53.7,45,,,,,,,,,,,
53.7,46,,,,,,,,,,,
52.3,47,,,,,,,,,,,
52.3,48,,,,,,,,,,,
51.4,49,,,,,,,,,,,
51.4,50,,,,,,,,,,,
51.4,51,,,,,,,,,,,
51.4,52,,,,,,,,,,,
50.7,53,,,,,,,,,,,
50.7,54,,,,,,,,,,,
50,55,,,,,,,,,,,
50,56,,,,,,,,,,,
49.2,57,,,,,,,,,,,
49.2,58,,,,,,,,,,,
48.2,59,,,,,,,,,,,
48.2,60,,,,,,,,,,,
48.7,61,,,,,,,,,,,
48.7,62,,,,,,,,,,,
48.1,63,,,,,,,,,,,
48.1,64,,,,,,,,,,,
47,65,,,,,,,,,,,
47,66,,,,,,,,,,,
46.5,67,,,,,,,,,,,
46.5,68,,,,,,,,,,,
46.6,69,,,,,,,,,,,
46.6,70,,,,,,,,,,,
45.9,71,,,,,,,,,,,
45.9,72,,,,,,,,,,,
45.5,73,,,,,,,,,,,
45.5,74,,,,,,,,,,,
44.6,75,,,,,,,,,,,
44.6,76,,,,,,,,,,,
45,77,,,,,,,,,,,
45,78,,,,,,,,,,,
44.4,79,,,,,,,,,,,
44.4,80,,,,,,,,,,,
44,81,,,,,,,,,,,
44,82,,,,,,,,,,,
44.1,83,,,,,,,,,,,
44.1,84,,,,,,,,,,,
43.5,85,,,,,,,,,,,
43.5,86,,,,,,,,,,,
43.7,87,,,,,,,,,,,
43.7,88,,,,,,,,,,,
43.1,89,,,,,,,,,,,
43.1,90,,,,,,,,,,,
42.9,91,,,,,,,,,,,
42.9,92,,,,,,,,,,,
42.8,93,,,,,,,,,,,
42.8,94,,,,,,,,,,,
42.1,95,,,,,,,,,,,
42.1,96,,,,,,,,,,,
42.4,97,,,,,,,,,,,
42.4,98,,,,,,,,,,,
42.5,99,,,,,,,,,,,
42.5,100,,,,,,,,,,,
41.8,101,,,,,,,,,,,
41.8,102,,,,,,,,,,,
41.9,103,,,,,,,,,,,
41.9,104,,,,,,,,,,,
41.5,105,,,,,,,,,,,
41.5,106,,,,,,,,,,,
41.5,107,,,,,,,,,,,
41.5,108,,,,,,,,,,,
40.7,109,,,,,,,,,,,
40.7,110,,,,,,,,,,,
41.2,111,,,,,,,,,,,
41.2,112,,,,,,,,,,,
41.2,113,,,,,,,,,,,
41.2,114,,,,,,,,,,,
40.5,115,,,,,,,,,,,
40.5,116,,,,,,,,,,,
40.6,117,,,,,,,,,,,
40.6,118,,,,,,,,,,,
40.3,119,,,,,,,,,,,
40.3,120,,,,,,,,,,,
40.2,121,,,,,,,,,,,
40.2,122,,,,,,,,,,,
40.2,123,,,,,,,,,,,
40.2,124,,,,,,,,,,,
39.7,125,,,,,,,,,,,
39.7,126,,,,,,,,,,,
39.9,127,,,,,,,,,,,
39.9,128,,,,,,,,,,,
39.9,129,,,,,,,,,,,
39.9,130,,,,,,,,,,,
39.4,131,,,,,,,,,,,
39.4,132,,,,,,,,,,,
39.2,133,,,,,,,,,,,
39.2,134,,,,,,,,,,,
39.2,135,,,,,,,,,,,
39.2,136,,,,,,,,,,,
39.6,137,,,,,,,,,,,
39.6,138,,,,,,,,,,,
39,139,,,,,,,,,,,
39,140,,,,,,,,,,,
39,141,,,,,,,,,,,
39,142,,,,,,,,,,,
39,143,,,,,,,,,,,
39,144,,,,,,,,,,,
39,145,,,,,,,,,,,
39,146,,,,,,,,,,,
38.4,147,,,,,,,,,,,
38.4,148,,,,,,,,,,,
38.4,149,,,,,,,,,,,
38.4,150,,,,,,,,,,,
38.7,151,,,,,,,,,,,
38.7,152,,,,,,,,,,,
38.7,153,,,,,,,,,,,
38.7,154,,,,,,,,,,,
38.1,155,,,,,,,,,,,
38.1,156,,,,,,,,,,,
38.1,157,,,,,,,,,,,
38.1,158,,,,,,,,,,,
38.1,159,,,,,,,,,,,
38.1,160,,,,,,,,,,,
38.1,161,,,,,,,,,,,
38.1,162,,,,,,,,,,,
38.4,163,,,,,,,,,,,
38.4,164,,,,,,,,,,,
37.9,165,,,,,,,,,,,
37.9,166,,,,,,,,,,,
37.9,167,,,,,,,,,,,
37.9,168,,,,,,,,,,,
37.9,169,,,,,,,,,,,
37.9,170,,,,,,,,,,,
37.9,171,,,,,,,,,,,
37.9,172,,,,,,,,,,,
37.9,173,,,,,,,,,,,
37.9,174,,,,,,,,,,,
37.2,175,,,,,,,,,,,
37.2,176,,,,,,,,,,,
37.2,177,,,,,,,,,,,
37.2,178,,,,,,,,,,,
37.3,179,,,,,,,,,,,
37.3,180,,,,,,,,,,,
37.6,181,,,,,,,,,,,
37.6,182,,,,,,,,,,,
37.3,183,,,,,,,,,,,
37.3,184,,,,,,,,,,,
37,185,,,,,,,,,,,
37,186,,,,,,,,,,,
37,187,,,,,,,,,,,
37,188,,,,,,,,,,,
37,189,,,,,,,,,,,
37,190,,,,,,,,,,,
37,191,,,,,,,,,,,
37,192,,,,,,,,,,,
36.9,193,,,,,,,,,,,
36.9,194,,,,,,,,,,,
36.3,195,,,,,,,,,,,
36.3,196,,,,,,,,,,,
36.3,197,,,,,,,,,,,
36.3,198,,,,,,,,,,,
36.5,199,,,,,,,,,,,
36.5,200,,,,,,,,,,,
36.8,201,,,,,,,,,,,
36.8,202,,,,,,,,,,,
36.8,203,,,,,,,,,,,
36.8,204,,,,,,,,,,,
36.8,205,,,,,,,,,,,
36.8,206,,,,,,,,,,,
36.8,207,,,,,,,,,,,
36.8,208,,,,,,,,,,,
36.8,209,,,,,,,,,,,
36.8,210,,,,,,,,,,,
36.3,211,,,,,,,,,,,
36.3,212,,,,,,,,,,,
36.1,213,,,,,,,,,,,
36.1,214,,,,,,,,,,,
36.1,215,,,,,,,,,,,
36.1,216,,,,,,,,,,,
36.1,217,,,,,,,,,,,
36.1,218,,,,,,,,,,,
36.1,219,,,,,,,,,,,
36.1,220,,,,,,,,,,,
36.1,221,,,,,,,,,,,
36.1,222,,,,,,,,,,,
36.1,223,,,,,,,,,,,
36.1,224,,,,,,,,,,,
36.1,225,,,,,,,,,,,
36.1,226,,,,,,,,,,,
36.1,227,,,,,,,,,,,
36.1,228,,,,,,,,,,,
36.1,229,,,,,,,,,,,
36.1,230,,,,,,,,,,,
36.4,231,,,,,,,,,,,
36.4,232,,,,,,,,,,,
36,233,,,,,,,,,,,
36,234,,,,,,,,,,,
35.9,235,,,,,,,,,,,
35.9,236,,,,,,,,,,,
35.9,237,,,,,,,,,,,
35.9,238,,,,,,,,,,,
35.9,239,,,,,,,,,,,
35.9,240,,,,,,,,,,,
35.9,241,,,,,,,,,,,
35.9,242,,,,,,,,,,,
35.9,243,,,,,,,,,,,
35.9,244,,,,,,,,,,,
35.5,245,,,,,,,,,,,
35.5,246,,,,,,,,,,,
35.3,247,,,,,,,,,,,
35.3,248,,,,,,,,,,,
35.3,249,,,,,,,,,,,
35.3,250,,,,,,,,,,,
35.3,251,,,,,,,,,,,
35.3,252,,,,,,,,,,,
35.3,253,,,,,,,,,,,
35.3,254,,,,,,,,,,,
35.3,255,,,,,,,,,,,
35.3,256,,,,,,,,,,,
35.3,257,,,,,,,,,,,
35.3,258,,,,,,,,,,,
35.3,259,,,,,,,,,,,
35.3,260,,,,,,,,,,,
35.3,261,,,,,,,,,,,
35.3,262,,,,,,,,,,,
35.3,263,,,,,,,,,,,
35.3,264,,,,,,,,,,,
35.5,265,,,,,,,,,,,
35.5,266,,,,,,,,,,,
35.2,267,,,,,,,,,,,
35.2,268,,,,,,,,,,,
35.3,269,,,,,,,,,,,
35.3,270,,,,,,,,,,,
35.1,271,,,,,,,,,,,
35.1,272,,,,,,,,,,,
35.1,273,,,,,,,,,,,
35.1,274,,,,,,,,,,,
35.1,275,,,,,,,,,,,
35.1,276,,,,,,,,,,,
35.1,277,,,,,,,,,,,
35.1,278,,,,,,,,,,,
35.1,279,,,,,,,,,,,
35.1,280,,,,,,,,,,,
35.1,281,,,,,,,,,,,
35.1,282,,,,,,,,,,,
35.1,283,,,,,,,,,,,
35.1,284,,,,,,,,,,,
35.1,285,,,,,,,,,,,
35.1,286,,,,,,,,,,,
35.1,287,,,,,,,,,,,
35.1,288,,,,,,,,,,,
35.1,289,,,,,,,,,,,
35.1,290,,,,,,,,,,,
35.1,291,,,,,,,,,,,
35.1,292,,,,,,,,,,,
35.1,293,,,,,,,,,,,
35.1,294,,,,,,,,,,,
35.1,295,,,,,,,,,,,
35.1,296,,,,,,,,,,,
35.1,297,,,,,,,,,,,
35.1,298,,,,,,,,,,,
35.1,299,,,,,,,,,,,
35.1,300,,,,,,,,,,,
35.1,301,,,,,,,,,,,
35.1,302,,,,,,,,,,,
34.7,303,,,,,,,,,,,
34.7,304,,,,,,,,,,,
34.6,305,,,,,,,,,,,
34.6,306,,,,,,,,,,,
34.6,307,,,,,,,,,,,
34.6,308,,,,,,,,,,,
34.6,309,,,,,,,,,,,
34.6,310,,,,,,,,,,,
34.6,311,,,,,,,,,,,
34.6,312,,,,,,,,,,,
34.6,313,,,,,,,,,,,
34.6,314,,,,,,,,,,,
34.6,315,,,,,,,,,,,
34.6,316,,,,,,,,,,,
34.6,317,,,,,,,,,,,
34.6,318,,,,,,,,,,,
34.6,319,,,,,,,,,,,
34.6,320,,,,,,,,,,,
34.6,321,,,,,,,,,,,
34.6,322,,,,,,,,,,,
34.6,323,,,,,,,,,,,
34.6,324,,,,,,,,,,,
34.6,325,,,,,,,,,,,
34.6,326,,,,,,,,,,,
34.6,327,,,,,,,,,,,
34.6,328,,,,,,,,,,,
34.6,329,,,,,,,,,,,
34.6,330,,,,,,,,,,,
34.6,331,,,,,,,,,,,
34.6,332,,,,,,,,,,,
34.6,333,,,,,,,,,,,
34.6,334,,,,,,,,,,,
34.6,335,,,,,,,,,,,
34.6,336,,,,,,,,,,,
34.6,337,,,,,,,,,,,
34.6,338,,,,,,,,,,,
34.6,339,,,,,,,,,,,
34.6,340,,,,,,,,,,,
34.6,341,,,,,,,,,,,
34.6,342,,,,,,,,,,,
34.6,343,,,,,,,,,,,
34.6,344,,,,,,,,,,,
34.8,345,,,,,,,,,,,
34.8,346,,,,,,,,,,,
34.8,347,,,,,,,,,,,
34.8,348,,,,,,,,,,,
34.8,349,,,,,,,,,,,
34.8,350,,,,,,,,,,,
34.9,351,,,,,,,,,,,
34.9,352,,,,,,,,,,,
34.9,353,,,,,,,,,,,
34.9,354,,,,,,,,,,,
34.7,355,,,,,,,,,,,
34.7,356,,,,,,,,,,,
34.4,357,,,,,,,,,,,
34.4,358,,,,,,,,,,,
34.4,359,,,,,,,,,,,
34.4,360,,,,,,,,,,,
34.4,361,,,,,,,,,,,
34.4,362,,,,,,,,,,,
34.4,363,,,,,,,,,,,
34.4,364,,,,,,,,,,,
34.4,365,,,,,,,,,,,
34.4,366,,,,,,,,,,,
34.4,367,,,,,,,,,,,
34.4,368,,,,,,,,,,,
34.4,369,,,,,,,,,,,
34.4,370,,,,,,,,,,,
34.4,371,,,,,,,,,,,
34.4,372,,,,,,,,,,,
34.4,373,,,,,,,,,,,
34.4,374,,,,,,,,,,,
34.4,375,,,,,,,,,,,
34.4,376,,,,,,,,,,,
34.4,377,,,,,,,,,,,
34.4,378,,,,,,,,,,,
34.4,379,,,,,,,,,,,
34.4,380,,,,,,,,,,,
34.4,381,,,,,,,,,,,
34.4,382,,,,,,,,,,,
34.4,383,,,,,,,,,,,
34.4,384,,,,,,,,,,,
34.4,385,,,,,,,,,,,
34.4,386,,,,,,,,,,,
34.4,387,,,,,,,,,,,
34.4,388,,,,,,,,,,,
34.4,389,,,,,,,,,,,
34.4,390,,,,,,,,,,,
34.4,391,,,,,,,,,,,
34.4,392,,,,,,,,,,,
34.4,393,,,,,,,,,,,
34.4,394,,,,,,,,,,,
34.4,395,,,,,,,,,,,
34.4,396,,,,,,,,,,,
34.2,397,,,,,,,,,,,
34.2,398,,,,,,,,,,,
34.1,399,,,,,,,,,,,
34.1,400,,,,,,,,,,,
34.1,401,,,,,,,,,,,
34.1,402,,,,,,,,,,,
34,403,,,,,,,,,,,
34,404,,,,,,,,,,,
34,405,,,,,,,,,,,
34,406,,,,,,,,,,,
34,407,,,,,,,,,,,
34,408,,,,,,,,,,,
34,409,,,,,,,,,,,
34,410,,,,,,,,,,,
34,411,,,,,,,,,,,
34,412,,,,,,,,,,,
34,413,,,,,,,,,,,
34,414,,,,,,,,,,,
34,415,,,,,,,,,,,
34,416,,,,,,,,,,,
34,417,,,,,,,,,,,
34,418,,,,,,,,,,,
34,419,,,,,,,,,,,
34,420,,,,,,,,,,,
34,421,,,,,,,,,,,
34,422,,,,,,,,,,,
34,423,,,,,,,,,,,
34,424,,,,,,,,,,,
34,425,,,,,,,,,,,
34,426,,,,,,,,,,,
34,427,,,,,,,,,,,
34,428,,,,,,,,,,,
34,429,,,,,,,,,,,
34,430,,,,,,,,,,,
34,431,,,,,,,,,,,
34,432,,,,,,,,,,,
34,433,,,,,,,,,,,
34,434,,,,,,,,,,,
34,435,,,,,,,,,,,
34,436,,,,,,,,,,,
34,437,,,,,,,,,,,
34,438,,,,,,,,,,,
34,439,,,,,,,,,,,
34,440,,,,,,,,,,,
34,441,,,,,,,,,,,
34,442,,,,,,,,,,,
34,443,,,,,,,,,,,
34,444,,,,,,,,,,,
34,445,,,,,,,,,,,
34,446,,,,,,,,,,,
34,447,,,,,,,,,,,
34,448,,,,,,,,,,,
34,449,,,,,,,,,,,
34,450,,,,,,,,,,,
34,451,,,,,,,,,,,
34,452,,,,,,,,,,,
34,453,,,,,,,,,,,
34,454,,,,,,,,,,,
34,455,,,,,,,,,,,
34,456,,,,,,,,,,,
34,457,,,,,,,,,,,
34,458,,,,,,,,,,,
34,459,,,,,,,,,,,
34,460,,,,,,,,,,,
34,461,,,,,,,,,,,
34,462,,,,,,,,,,,
34,463,,,,,,,,,,,
34,464,,,,,,,,,,,
34,465,,,,,,,,,,,
34,466,,,,,,,,,,,
34,467,,,,,,,,,,,
34,468,,,,,,,,,,,
34,469,,,,,,,,,,,
34,470,,,,,,,,,,,
34,471,,,,,,,,,,,
34,472,,,,,,,,,,,
34,473,,,,,,,,,,,
34,474,,,,,,,,,,,
34,475,,,,,,,,,,,
34,476,,,,,,,,,,,
34,477,,,,,,,,,,,
34,478,,,,,,,,,,,
34,479,,,,,,,,,,,
34,480,,,,,,,,,,,
34,481,,,,,,,,,,,
34,482,,,,,,,,,,,
34.2,483,,,,,,,,,,,
34.2,484,,,,,,,,,,,
34.3,485,,,,,,,,,,,
34.3,486,,,,,,,,,,,
33.8,487,,,,,,,,,,,
33.8,488,,,,,,,,,,,
33.8,489,,,,,,,,,,,
33.8,490,,,,,,,,,,,
33.8,491,,,,,,,,,,,
33.8,492,,,,,,,,,,,
33.8,493,,,,,,,,,,,
33.8,494,,,,,,,,,,,
33.8,495,,,,,,,,,,,
33.8,496,,,,,,,,,,,
33.8,497,,,,,,,,,,,
33.8,498,,,,,,,,,,,
33.8,499,,,,,,,,,,,
33.8,500,,,,,,,,,,,
33.8,501,,,,,,,,,,,
33.8,502,,,,,,,,,,,
33.8,503,,,,,,,,,,,
33.8,504,,,,,,,,,,,
33.8,505,,,,,,,,,,,
33.8,506,,,,,,,,,,,
33.7,507,,,,,,,,,,,
33.7,508,,,,,,,,,,,
33.7,509,,,,,,,,,,,
33.7,510,,,,,,,,,,,
33.4,511,,,,,,,,,,,
33.4,512,,,,,,,,,,,
33.4,513,,,,,,,,,,,
33.4,514,,,,,,,,,,,
33.4,515,,,,,,,,,,,
33.4,516,,,,,,,,,,,